LME,LME_NUM,YEAR,MONTH,MEAN
SOUTHEAST_AUSTRALIAN_SHELF,42,2010,06,0.2841
SOUTHEAST_AUSTRALIAN_SHELF,42,2010,07,0.2401
SOUTHEAST_AUSTRALIAN_SHELF,42,2010,08,0.2319
SOUTHEAST_AUSTRALIAN_SHELF,42,2010,09,0.2201
SOUTHEAST_AUSTRALIAN_SHELF,42,2010,10,0.3256
SOUTHEAST_AUSTRALIAN_SHELF,42,2010,11,0.3105
SOUTHEAST_AUSTRALIAN_SHELF,42,2010,12,0.2731
SOUTHEAST_AUSTRALIAN_SHELF,42,2011,01,0.2137
SOUTHEAST_AUSTRALIAN_SHELF,42,2011,02,0.1972
SOUTHEAST_AUSTRALIAN_SHELF,42,2011,03,0.2422
SOUTHEAST_AUSTRALIAN_SHELF,42,2011,04,0.2937
SOUTHEAST_AUSTRALIAN_SHELF,42,2011,05,0.2526
SOUTHEAST_AUSTRALIAN_SHELF,42,2011,06,0.3143
SOUTHEAST_AUSTRALIAN_SHELF,42,2011,07,0.2464
SOUTHEAST_AUSTRALIAN_SHELF,42,2011,08,0.2828
SOUTHEAST_AUSTRALIAN_SHELF,42,2011,09,0.2921
SOUTHEAST_AUSTRALIAN_SHELF,42,2011,10,0.3055
SOUTHEAST_AUSTRALIAN_SHELF,42,2011,11,0.2928
SOUTHEAST_AUSTRALIAN_SHELF,42,2011,12,0.2367
SOUTHEAST_AUSTRALIAN_SHELF,42,2012,01,0.2240
SOUTHEAST_AUSTRALIAN_SHELF,42,2012,02,0.2216
SOUTHEAST_AUSTRALIAN_SHELF,42,2012,03,0.2365
SOUTHEAST_AUSTRALIAN_SHELF,42,2012,04,0.2509
SOUTHEAST_AUSTRALIAN_SHELF,42,2012,05,0.3000
SOUTHEAST_AUSTRALIAN_SHELF,42,2012,06,0.2793
SOUTHEAST_AUSTRALIAN_SHELF,42,2012,07,0.2469
SOUTHEAST_AUSTRALIAN_SHELF,42,2012,08,0.2392
SOUTHEAST_AUSTRALIAN_SHELF,42,2012,09,0.2794
SOUTHEAST_AUSTRALIAN_SHELF,42,2012,10,0.3501
SOUTHEAST_AUSTRALIAN_SHELF,42,2012,11,0.4112
SOUTHEAST_AUSTRALIAN_SHELF,42,2012,12,0.2617
SOUTHEAST_AUSTRALIAN_SHELF,42,2013,01,0.2003
SOUTHEAST_AUSTRALIAN_SHELF,42,2013,02,0.1941
SOUTHEAST_AUSTRALIAN_SHELF,42,2013,03,0.2269
SOUTHEAST_AUSTRALIAN_SHELF,42,2013,04,0.2892
SOUTHEAST_AUSTRALIAN_SHELF,42,2013,05,0.3183
SOUTHEAST_AUSTRALIAN_SHELF,42,2013,06,0.3091
SOUTHEAST_AUSTRALIAN_SHELF,42,2013,07,0.2547
SOUTHEAST_AUSTRALIAN_SHELF,42,2013,08,0.2309
SOUTHEAST_AUSTRALIAN_SHELF,42,2013,09,0.3105
SOUTHEAST_AUSTRALIAN_SHELF,42,2013,10,0.3151
SOUTHEAST_AUSTRALIAN_SHELF,42,2013,11,0.3280
SOUTHEAST_AUSTRALIAN_SHELF,42,2013,12,0.3170
SOUTHEAST_AUSTRALIAN_SHELF,42,2014,01,0.2857
SOUTHEAST_AUSTRALIAN_SHELF,42,2014,02,0.2642
